timestamp,active_users,avg_latency_ms,login_fail_rate,pix_sucess_rate,error_count
2025-11-04 00:27:26.107129,4005,137.51859076859603,19.800885841008537,99.45488874247708,4
2025-11-04 00:28:26.107129,3971,190.86559497256007,16.85376204977987,99.51718160672952,2
2025-11-04 00:29:26.107129,3888,210.2172641942544,77.92787364618222,99.88988165716196,1
2025-11-04 00:30:26.107129,4008,256.7059842657687,2.2505774970060535,99.5660819571988,4
2025-11-04 00:31:26.107129,4005,144.49862967138262,15.016652318308548,99.84985263526701,3
2025-11-04 00:32:26.107129,3977,175.4105530641779,61.32533566792618,99.83187299126152,3
2025-11-04 00:33:26.107129,3906,169.52860274741926,56.08076940528196,99.68359480793691,1
2025-11-04 00:34:26.107129,3937,117.9871700345455,67.50716750874781,99.80510209794517,3
2025-11-04 00:35:26.107129,3923,231.09921582013854,55.61946295639494,99.49131773935967,2
2025-11-04 00:36:26.107129,4064,209.91395274500238,27.56428375377836,99.37693759603195,3
2025-11-04 00:37:26.107129,3979,189.33960619100145,56.93880887105022,99.21845794609064,4
2025-11-04 00:38:26.107129,4024,188.87732832394474,87.1269664284973,99.95540096391994,1
2025-11-04 00:39:26.107129,4058,165.11109275600177,21.572021288111785,99.64826438700855,2
2025-11-04 00:40:26.107129,3979,150.7568715084069,76.28501174617446,99.10995254788497,2
2025-11-04 00:41:26.107129,4044,171.0521013360216,25.881342994431773,99.61002285789961,1
2025-11-04 00:42:26.107129,3978,203.7808525271808,19.864442262574265,99.65011844395941,4
2025-11-04 00:43:26.107129,3993,186.56707579420396,41.5516108436544,99.85821461311566,2
2025-11-04 00:44:26.107129,3897,206.21725815608374,22.13194509508089,99.96995255249095,2
2025-11-04 00:45:26.107129,4057,165.7338629187763,14.752890218076372,99.75852742176404,6
2025-11-04 00:46:26.107129,4041,182.56184932735516,64.6490531909306,99.66672334350139,3
2025-11-04 00:47:26.107129,3997,207.2753792620723,3.417589091855475,99.62896982385828,1
2025-11-04 00:48:26.107129,4012,154.32434858416048,43.37449720275654,99.63747081719528,2
2025-11-04 00:49:26.107129,4000,215.18090585132376,40.090304239291754,99.65432994478822,3
2025-11-04 00:50:26.107129,3999,194.82313685151772,38.124706701010915,99.86478985857865,4
2025-11-04 00:51:26.107129,3965,150.10057892464647,15.404048480667527,99.60936719338382,1
2025-11-04 00:52:26.107129,4047,206.05760672779684,27.537641241669153,99.9414606192782,3
